Method Combination,Average Runtime,Average Fitness per Generation
uniform_binary_tournament,0.08070185979207357,-3.674333333333333,-3.2349999999999994,-2.7996666666666665,-2.5989999999999993,-2.4643333333333337,-2.3953333333333338,-2.326,-2.0916666666666663,-1.8243333333333331,-1.7563333333333337,-1.655666666666667,-1.6539999999999997,-1.520333333333333,-1.4186666666666667,-1.2516666666666667,-1.2836666666666667,-1.1156666666666666,-1.0156666666666667,-0.9833333333333333,-0.9826666666666668,-0.8823333333333332,-0.881,-0.8796666666666666,-0.7799999999999999,-0.8126666666666666,-0.7786666666666664,-0.7766666666666663,-0.6766666666666663,-0.6423333333333331,-0.6403333333333332,-0.6059999999999999,-0.5716666666666668,-0.5383333333333333,-0.538,-0.538,-0.5043333333333334,-0.4383333333333334,-0.4363333333333334,-0.40266666666666673,-0.3366666666666667,-0.3353333333333334,-0.3343333333333334,-0.3003333333333333,-0.26733333333333326,-0.23266666666666666,-0.232,-0.19933333333333333,-0.19899999999999998,-0.19799999999999998,-0.16366666666666668,-0.16333333333333336,-0.16266666666666668,-0.16233333333333333,-0.162,-0.16166666666666665,-0.16166666666666665,-0.16133333333333333,-0.161,-0.161,-0.161,-0.16066666666666665,-0.12766666666666665,-0.09399999999999999,-0.09366666666666663,-0.09299999999999997,-0.09266666666666665,-0.09199999999999998,-0.09199999999999998,-0.09166666666666663,-0.09133333333333331,-0.09133333333333331,-0.09099999999999997,-0.09066666666666665,-0.09066666666666665,-0.09066666666666665,-0.09033333333333331,-0.08999999999999998,-0.08999999999999998,-0.05666666666666669,-0.05666666666666669,-0.05633333333333336,-0.05600000000000003,-0.05600000000000003,-0.05566666666666669,-0.05533333333333336,-0.05500000000000003,-0.05466666666666669,-0.05466666666666669,-0.05466666666666669,-0.05466666666666669,-0.05466666666666669,-0.05400000000000003,-0.05366666666666669,-0.05366666666666669,-0.053000000000000026,-0.052333333333333364,-0.052333333333333364,-0.05200000000000003,-0.0516666666666667,-0.05133333333333336,-0.05133333333333336,-0.05133333333333336,-0.05133333333333336,-0.05133333333333336,-0.05100000000000003,-0.05100000000000003,-0.05100000000000003,-0.0506666666666667,-0.0506666666666667,-0.0506666666666667,-0.0506666666666667,-0.05033333333333336,-0.05033333333333336,-0.05033333333333336,-0.05033333333333336,-0.05033333333333336,-0.05033333333333336,-0.05033333333333336,-0.05033333333333336,-0.0506666666666667,-0.05000000000000003,-0.05000000000000003,-0.05000000000000003,-0.05000000000000003,-0.05000000000000003,-0.0496666666666667,-0.04933333333333336,-0.04933333333333336,-0.04933333333333336,-0.04900000000000002,-0.048666666666666684,-0.048666666666666684,-0.048666666666666684,-0.048666666666666684,-0.048666666666666684,-0.048666666666666684,-0.048666666666666684,-0.048666666666666684,-0.04800000000000002,-0.047666666666666684,-0.047666666666666684,-0.04800000000000002,-0.047666666666666684,-0.04700000000000002,-0.04733333333333335,-0.04733333333333335,-0.04700000000000002,-0.04700000000000002,-0.04700000000000002,-0.04666666666666668,-0.04600000000000002,-0.04600000000000002,-0.04600000000000002,-0.04633333333333335,-0.04633333333333335,-0.04633333333333335,-0.04633333333333335,-0.04633333333333335,-0.07933333333333331,-0.07933333333333331,-0.04600000000000002,-0.04600000000000002,-0.04600000000000002,-0.04600000000000002,-0.04600000000000002,-0.04566666666666668,-0.04566666666666668,-0.04566666666666668,-0.04566666666666668,-0.04566666666666668,-0.04533333333333335,-0.04533333333333335,-0.04533333333333335,-0.04533333333333335,-0.04533333333333335,-0.04466666666666668,-0.04466666666666668,-0.04466666666666668,-0.04466666666666668,-0.04466666666666668,-0.044000000000000025,-0.044333333333333357,-0.044000000000000025,-0.044000000000000025,-0.043666666666666694,-0.043666666666666694,-0.043666666666666694,-0.043666666666666694,-0.043333333333333356,-0.043333333333333356,-0.043333333333333356,-0.043333333333333356,-0.043666666666666694,-0.044000000000000025,-0.044000000000000025,-0.043666666666666694,-0.043666666666666694,-0.043666666666666694,-0.04300000000000002,-0.04300000000000002
